ts_code,name,fullname,enname,cn_spell,market,list_status,list_date,delist_date,trade_unit,isin,curr_type
01735.HK,中环控股,中环控股集团有限公司,Central Holding Group Co. Ltd.,ZHKG,主板,L,20180329,,2000.0,KYG2006G1073,HKD
01736.HK,中国育儿网络,中国育儿网络控股有限公司,China Parenting Network Holdings Limited,ZGYEWL,主板,L,20181008,,2000.0,KYG2162T1094,HKD
01737.HK,亚洲实业集团,亚洲实业集团(控股)有限公司,A & S Group (Holdings) Limited,YZSYJT,主板,L,20180314,,10000.0,,HKD
01738.HK,飞尚无烟煤,飞尚无烟煤资源有限公司,Feishang Anthracite Resources Limited,FSWYM,主板,L,20140122,,2500.0,VGG3375A1194,HKD
01739.HK,齐屹科技,齐屹科技(开曼)有限公司,Qeeka Home (Cayman) Inc.,QYKJ,主板,L,20180712,,500.0,KYG730661058,HKD
01741.HK,日赢控股,日赢控股有限公司,Ri Ying Holdings Limited,RYKG,主板,L,20181016,,4000.0,KYG7S97Q1048,HKD
01742.HK,HPC HOLDINGS,HPC Holdings Limited,HPC Holdings Limited,HPCHOLDING,主板,L,20180511,,5000.0,KYG169491027,HKD
01743.HK,苍南仪表,浙江苍南仪表集团股份有限公司,Zhejiang Cangnan Instrument Group Company Limited,CNYB,主板,L,20190104,,200.0,CNE1000031V1,HKD
01746.HK,万顺集团控股,万顺集团(控股)有限公司,Man Shun Group (Holdings) Limited,WSJTKG,主板,L,20180711,,4000.0,KYG579691000,HKD
01747.HK,HOME CONTROL,Home Control International Limited,Home Control International Limited,HOMECONTRO,主板,L,20191114,,2000.0,KYG4574A1085,HKD
01748.HK,信源企业集团,信源企业集团有限公司,Xin Yuan Enterprises Group Limited,XYQYJT,主板,L,20180926,,2000.0,KYG9831M1006,HKD
01749.HK,杉杉品牌,杉杉品牌运营股份有限公司,"Shanshan Brand Management Co., Ltd.",SSPP,主板,L,20180627,,1000.0,CNE1000031D9,HKD
01750.HK,全达电器集团控股,全达电器集团(控股)有限公司,REM Group (Holdings) Limited,QDDQJTKG,主板,L,20180511,,10000.0,KYG749541010,HKD
01751.HK,景联集团,景联集团控股有限公司,Kingland Group Holdings Limited,JLJT,主板,L,20180612,,10000.0,KY49573K1096,HKD
01752.HK,澳洲成峰高教,澳洲成峰高教集团有限公司,Top Education Group Ltd,AZCFGJ,主板,L,20180511,,10000.0,AU0000007296,HKD
01753.HK,兑吧,兑吧集团有限公司,Duiba Group Limited,DB,主板,L,20190507,,400.0,KYG2856W1033,HKD
01755.HK,新城悦服务,新城悦服务集团有限公司,"S-Enjoy Service Group Co., Limited",XCYFW,主板,L,20181106,,1000.0,KYG803251068,HKD
01756.HK,华立大学,华立大学集团有限公司,Huali University Group Limited,HLDX,主板,L,20191125,,1000.0,KYG4643F1046,HKD
01757.HK,俊裕地基,俊裕地基集团有限公司,Affluent Foundation Holdings Limited,JYDJ,主板,L,20180607,,10000.0,KYG013071009,HKD
01758.HK,博骏教育,博骏教育有限公司,Bojun Education Company Limited,BJJY,主板,L,20180731,,2000.0,KYG1R20A1052,HKD
01759.HK,中油洁能控股,中油洁能控股集团有限公司,Sino Gas Holdings Group Limited,ZYJNKG,主板,L,20181228,,1000.0,KYG8192K1094,HKD
01760.HK,英恒科技,英恒科技控股有限公司,Intron Technology Holdings Limited,YHKJ,主板,L,20180712,,1000.0,KYG4914A1076,HKD
01761.HK,宝宝树集团,宝宝树集团,Babytree Group,BBSJT,主板,L,20181127,,500.0,KYG070371078,HKD
01762.HK,万咖壹联,万咖壹联有限公司,Wanka Online Inc.,WKYL,主板,L,20181221,,1000.0,KYG943071087,HKD
01763.HK,中国同辐,中国同辐股份有限公司,China Isotope & Radiation Corporation,ZGTF,主板,L,20180706,,200.0,CNE1000031F4,HKD
01765.HK,希望教育,希望教育集团有限公司,"Hope Education Group Co., Ltd.",XWJY,主板,L,20180803,,2000.0,KYG4600E1089,HKD
01766.HK,中国中车,中国中车股份有限公司,CRRC Corporation Limited,ZGZC,主板,L,20080821,,1000.0,CNE100000BG0,HKD
01767.HK,TS WONDERS,TS Wonders Holding Limited,TS Wonders Holding Limited,TSWONDERS,主板,L,20190114,,10000.0,,HKD
01769.HK,思考乐教育,思考乐教育集团,Scholar Education Group,SKLJY,主板,L,20190621,,1000.0,KYG7853U1094,HKD
01771.HK,新丰泰集团,新丰泰集团控股有限公司,Sunfonda Group Holdings Limited,XFTJT,主板,L,20140515,,1000.0,KYG8571A1022,HKD
01772.HK,赣锋锂业,江西赣锋锂业股份有限公司,"Ganfeng Lithium Co.,Ltd.",GFLY,主板,L,20181011,,200.0,CNE1000031W9,HKD
01773.HK,天立教育,天立教育国际控股有限公司,Tianli Education International Holdings Limited,TLJY,主板,L,20180712,,1000.0,KYG888461038,HKD
01775.HK,精英汇集团,精英汇集团控股有限公司,BExcellent Group Holdings Limited,JYHJT,主板,L,20180713,,4000.0,KYG108021091,HKD
01776.HK,广发证券,广发证券股份有限公司,"GF Securities Co., Ltd.",GFZQ,主板,L,20150410,,200.0,CNE100001TQ9,HKD
01777.HK,花样年控股,花样年控股集团有限公司,"Fantasia Holdings Group Co., Limited",HYNKG,主板,L,20091125,,1500.0,KYG3311L1041,HKD
01778.HK,彩生活,彩生活服务集团有限公司,"Colour Life Services Group Co., Limited",CSH,主板,L,20140630,,1000.0,KYG229151058,HKD
01780.HK,B & D STRATEGIC,B & D Strategic Holdings Limited,B & D Strategic Holdings Limited,B&DSTRATEG,主板,L,20190430,,2500.0,KYG0700L1095,HKD
01781.HK,新昌创展控股,新昌创展控股有限公司,Sun Cheong Creative Development Holdings Limited,XCCZKG,主板,L,20181004,,2000.0,KYG8573A1004,HKD
01782.HK,飞思达科技,飞思达科技控股有限公司,Vixtel Technologies Holdings Limited,FSDKJ,主板,L,20181129,,5000.0,KYG937491028,HKD
01783.HK,金仑控股有限公司,金仑控股有限公司,Golden Ponder Holdings Limited,JLKGYXGS,主板,L,20180822,,10000.0,KYG3962W1024,HKD
01785.HK,成都高速,成都高速公路股份有限公司,"Chengdu Expressway Co., Ltd.",CDGS,主板,L,20190115,,1000.0,CNE100003FL5,HKD
01786.HK,铁建装备,中国铁建高新装备股份有限公司,CRCC High-Tech Equipment Corporation Limited,TJZB,主板,L,20151216,,500.0,CNE1000023F1,HKD
01787.HK,山东黄金,山东黄金矿业股份有限公司,"Shandong Gold Mining Co., Ltd.",SDHJ,主板,L,20180928,,250.0,CNE1000036N7,HKD
01788.HK,国泰君安国际,国泰君安国际控股有限公司,Guotai Junan International Holdings Ltd.,GTJAGJ,主板,L,20100708,,1000.0,HK0000065869,HKD
01789.HK,爱康医疗,爱康医疗控股有限公司,Ak Medical Holdings Limited,AKYL,主板,L,20171220,,2000.0,KYG020141019,HKD
01790.HK,达力环保,达力环保有限公司,TIL Enviro Limited,DLHB,主板,L,20181129,,5000.0,KYG887391004,HKD
01792.HK,CMON,CMON Limited,CMON Limited,CMON,主板,L,20191119,,10000.0,KYG223911093,HKD
01793.HK,伟工控股,伟工控股有限公司,Wecon Holdings Limited,WGKG,主板,L,20190227,,4000.0,KYG9508R1011,HKD
01796.HK,耀高控股,耀高控股有限公司,Yield Go Holdings Ltd.,YGKG,主板,L,20181231,,2000.0,KYG9844G1082,HKD
01797.HK,新东方在线,新东方在线科技控股有限公司,Koolearn Technology Holding Limited,XDFZX,主板,L,20190328,,500.0,KYG5313A1013,HKD
01798.HK,大唐新能源,中国大唐集团新能源股份有限公司,"China Datang Corporation Renewable Power Co., Limited",DTXNY,主板,L,20101217,,1000.0,CNE100000X69,HKD
01799.HK,新特能源,新特能源股份有限公司,"Xinte Energy Co., Ltd.",XTNY,主板,L,20151230,,400.0,CNE1000023G9,HKD
01800.HK,中国交通建设,中国交通建设股份有限公司,China Communications Construction Company Limited,ZGJTJS,主板,L,20061215,,1000.0,CNE1000002F5,HKD
01801.HK,信达生物-B,信达生物制药,"Innovent Biologics, Inc.",XDSW-B,主板,L,20181031,,500.0,KYG4818G1010,HKD
01803.HK,北京体育文化,北京体育文化产业集团有限公司,Beijing Sports and Entertainment Industry Group Limited,BJTYWH,主板,L,20120116,,2500.0,KYG1145Y1026,HKD
01806.HK,汇付天下,汇付天下有限公司,Huifu Payment Limited,HFTX,主板,L,20180615,,400.0,KYG4644R1074,HKD
01808.HK,企展控股,企展控股有限公司,Enterprise Development Holdings Limited,QZKG,主板,L,20070111,,2000.0,KYG3070M1116,HKD
01809.HK,浦林成山,浦林成山(开曼)控股有限公司,Prinx Chengshan (Cayman) Holding Limited,PLCS,主板,L,20181009,,500.0,KYG7255W1096,HKD
01810.HK,小米集团-W,小米集团,Xiaomi Corporation,XMJTW,主板,L,20180709,,200.0,KYG9830T1067,HKD
01811.HK,中广核新能源,中国广核新能源控股有限公司,"CGN New Energy Holdings Co., Ltd.",ZGHXNY,主板,L,20141003,,2000.0,BMG202981087,HKD
01812.HK,晨鸣纸业,山东晨鸣纸业集团股份有限公司,Shandong Chenming Paper Holdings Limited,CMZY,主板,L,20080618,,500.0,CNE100000BK2,HKD
01813.HK,合景泰富集团,合景泰富集团控股有限公司,KWG Group Holdings Limited,HJTFJT,主板,L,20070703,,500.0,KYG532241042,HKD
01815.HK,金猫银猫,金猫银猫集团有限公司,CSMall Group Limited,JMYM,主板,L,20180313,,1000.0,KYG2582R1056,HKD
01816.HK,中广核电力,中国广核电力股份有限公司,"CGN Power Co.,Ltd.",ZGHDL,主板,L,20141210,,1000.0,CNE100001T80,HKD
01817.HK,慕尚集团控股,慕尚集团控股有限公司,Mulsanne Group Holding Limited,MSJTKG,主板,L,20190527,,500.0,KYG6329A1013,HKD
01818.HK,招金矿业,招金矿业股份有限公司,Zhaojin Mining Industry Company Limited,ZJKY,主板,L,20061208,,500.0,CNE1000004R6,HKD
01820.HK,济丰包装,国际济丰包装集团,Pacific Millennium Packaging Group Corporation,JFBZ,主板,L,20181221,,1000.0,KYG968461031,HKD
01821.HK,ESR,ESR Cayman Limited,ESR Cayman Limited,ESR,主板,L,20191101,,200.0,KYG319891092,HKD
01822.HK,弘达金融控股,弘达金融控股有限公司,HongDa Financial Holding Limited,HDJRKG,主板,L,20110603,,30000.0,KYG4610G1010,HKD
01823.HK,华昱高速,华昱高速集团有限公司,HUAYU Expressway Group Ltd.,HYGS,主板,L,20091223,,2000.0,KYG464101099,HKD
01825.HK,STERLING GP,美臻集团控股有限公司,Sterling Group Holdings Limited,STERLINGGP,主板,L,20181019,,10000.0,KYG847771048,HKD
01826.HK,达飞控股,达飞控股有限公司,Dafy Holdings Limited,DFKG,主板,L,20170710,,10000.0,KYG2617A1013,HKD
01827.HK,卓珈控股,卓珈控股集团有限公司,Miricor Enterprises Holdings Limited,ZJKG,主板,L,20190218,,5000.0,KYG6193F1037,HKD
01829.HK,中国机械工程,中国机械设备工程股份有限公司,China Machinery Engineering Corporation,ZGJXGC,主板,L,20121221,,1000.0,CNE100001NP4,HKD
01830.HK,必瘦站,必瘦站医学美容有限公司,Perfect Shape Medical Limited,BSZ,主板,L,20120210,,4000.0,KYG7013H1056,HKD
01831.HK,十方控股,十方控股有限公司,ShiFang Holding Ltd.,SFKG,主板,L,20101203,,10000.0,BMG8126A1100,HKD
01832.HK,海天地悦旅,海天地悦旅集团有限公司,S.A.I. Leisure Group Company Limited,HTDYL,主板,L,20190516,,1000.0,KYG8629S1057,HKD
01833.HK,平安好医生,平安健康医疗科技有限公司,Ping An Healthcare And Technology Company Limited,PAHYS,主板,L,20180504,,100.0,KYG711391022,HKD
01835.HK,瑞威资管,上海瑞威资产管理股份有限公司,"Shanghai Realway Capital Assets Management Co., Ltd.",RWZG,主板,L,20181113,,400.0,CNE1000036P2,HKD
01836.HK,九兴控股,九兴控股有限公司,Stella International Holdings Limited,JXKG,主板,L,20070706,,500.0,KYG846981028,HKD
01837.HK,五谷磨房,五谷磨房食品国际控股有限公司,Natural Food International Holding Limited,WGMF,主板,L,20181212,,2000.0,KYG6402W1033,HKD
01838.HK,CHINAPROPERTIES,China Properties Group Limited,China Properties Group Limited,CHINAPROPE,主板,L,20070223,,1000.0,KYG2159A1058,HKD
01839.HK,中集车辆,中集车辆(集团)股份有限公司,"CIMC Vehicles (Group) Co., Ltd.",ZJCL,主板,L,20190711,,500.0,CNE100003K46,HKD
01841.HK,优越集团控股,优越集团控股有限公司,A.Plus Group Holdings Limited,YYJTKG,主板,L,20190111,,10000.0,KYG0411B1014,HKD
01842.HK,植华集团,植华集团投资控股有限公司,Grown Up Group Investment Holdings Limited,ZHJT,主板,L,20190628,,4000.0,KYG4147A1067,HKD
01843.HK,快餐帝国,快餐帝国控股有限公司,Snack Empire Holdings Limited,KCDG,主板,L,20191023,,4000.0,KYG8267H1065,HKD
01845.HK,维港环保科技,维港环保科技控股集团有限公司,Weigang Environmental Technology Holding Group Limited,WGHBKJ,主板,L,20190103,,3000.0,KYG9T2061057,HKD
01846.HK,德视佳,德视佳国际眼科有限公司,EuroEyes International Eye Clinic Limited,DSJ,主板,L,20191015,,1000.0,KYG3224D1088,HKD
01847.HK,云南建投混凝土,云南建投绿色高性能混凝土股份有限公司,YCIH Green High-Performance Concrete Company Limited,YNJTHNT,主板,L,20191031,,1000.0,CNE100003NG9,HKD
01848.HK,中国飞机租赁,中国飞机租赁集团控股有限公司,China Aircraft Leasing Group Holdings Ltd.,ZGFJZL,主板,L,20140711,,500.0,KYG211241057,HKD
01849.HK,创世纪集团控股,创世纪集团控股有限公司,AM Group Holdings Limited,CSJJTKG,主板,L,20190626,,5000.0,KYG0410A1040,HKD
01850.HK,海鑫集团,海鑫集团有限公司,Windmill Group Limited,HXJT,主板,L,20190214,,10000.0,KYG9700F1037,HKD
01851.HK,银杏教育,中国银杏教育集团有限公司,China Gingko Education Group Company Limited,YXJY,主板,L,20190118,,2000.0,KYG2121K1085,HKD
01853.HK,春城热力,吉林省春城热力股份有限公司,Jilin Province Chuncheng Heating Company Limited,CCRL,主板,L,20191024,,2500.0,CNE100003N84,HKD
01854.HK,展程控股,展程控股有限公司,Goal Forward Holdings Ltd.,ZCKG,主板,L,20190321,,10000.0,KYG3945R1056,HKD
01856.HK,依波路,依波路控股有限公司,Ernest Borel Holdings Ltd.,YBL,主板,L,20140711,,1000.0,KYG311691086,HKD
01857.HK,中国光大水务,中国光大水务有限公司,China Everbright Water Limited,ZGGDSW,主板,L,20190508,,1000.0,BMG2116Y1057,HKD
01858.HK,春立医疗,北京市春立正达医疗器械股份有限公司,"Beijing Chunlizhengda Medical Instruments Co., Ltd.",CLYL,主板,L,20150311,,200.0,CNE100001TP1,HKD
01860.HK,汇量科技,汇量科技有限公司,Mobvista Inc.,HLKJ,主板,L,20181212,,1000.0,KYG622681008,HKD
01861.HK,保宝龙科技,保宝龙科技控股有限公司,Precious Dragon Technology Holdings Limited,BBLKJ,主板,L,20190621,,2000.0,KYG7224A1058,HKD
01862.HK,景瑞控股,景瑞控股有限公司,Jingrui Holdings Ltd.,JRKG,主板,L,20131031,,1000.0,KYG5138W1069,HKD
01863.HK,中国龙天集团,中国龙天集团有限公司,China Longevity Group Company Limited,ZGLTJT,主板,L,20100429,,1000.0,KYG2133P1037,HKD
01865.HK,管道工程,管道工程控股有限公司,Pipeline Engineering Holdings Limited,GDGC,主板,L,20190327,,4000.0,KYG7125F1046,HKD
01866.HK,中国心连心化肥,中国心连心化肥有限公司,China XLX Fertiliser Ltd,ZGXLXHF,主板,L,20091208,,1000.0,SG1V07936171,HKD
01867.HK,乐嘉思控股,乐嘉思控股集团有限公司,LKS Holding Group Limited,LJSKG,主板,L,20190509,,10000.0,KYG5548A1085,HKD
01868.HK,同方友友,同方友友控股有限公司,Neo-Neon Holdings Ltd.,TFYY,主板,L,20061215,,2000.0,KYG642571015,HKD
01869.HK,利宝阁集团,利宝阁集团有限公司,Li Bao Ge Group Limited,LBGJT,主板,L,20180905,,10000.0,KYG548041022,HKD
01870.HK,益美国际控股,益美国际控股有限公司,Acme International Holdings Limited,YMGJKG,主板,L,20191108,,2500.0,KYG0073U1085,HKD
01871.HK,向中国际,向中国际控股有限公司,China Oriented International Holdings Limited,XZGJ,主板,L,20191024,,4000.0,KYG2122K1076,HKD
01872.HK,冠轈控股,冠轈控股有限公司,Guan Chao Holdings Limited,GCKG,主板,L,20190228,,5000.0,KYG4183A1013,HKD
01873.HK,维亚生物,维亚生物科技控股集团,Viva Biotech Holdings,WYSW,主板,L,20190509,,500.0,KYG9390W1015,HKD
01875.HK,东曜药业-B,东曜药业股份有限公司,TOT Biopharm International Company Limited,DYYY-B,主板,L,20191108,,400.0,HK0000545266,HKD
01876.HK,百威亚太,百威亚太控股有限公司,Budweiser Brewing Company APAC Limited,BWYT,主板,L,20190930,,100.0,KYG1674K1013,HKD
01877.HK,君实生物-B,上海君实生物医药科技股份有限公司,"Shanghai Junshi Biosciences Co., Ltd.",JSSW-B,主板,L,20181224,,200.0,CNE100003FF7,HKD
01878.HK,南戈壁-S,南戈壁资源有限公司,SouthGobi Resources Limited,NGB-S,主板,L,20100129,,50.0,CA8443751059,HKD
01882.HK,海天国际,海天国际控股有限公司,Haitian International Holdings Ltd.,HTGJ,主板,L,20061222,,1000.0,KYG4232C1087,HKD
01883.HK,中信国际电讯,中信国际电讯集团有限公司,CITIC Telecom International Holdings Ltd.,ZXGJDX,主板,L,20070403,,1000.0,HK1883037637,HKD
01884.HK,EPRINT集团,EPRINT集团有限公司,eprint Group Limited,EPRINTJT,主板,L,20131203,,4000.0,KYG3085F1019,HKD
01885.HK,中国优材,中国优材(控股)有限公司,China Wood Optimization (Holding) Limited,ZGYC,主板,L,20160912,,4000.0,KYG216171085,HKD
01886.HK,汇源果汁,中国汇源果汁集团有限公司,China Huiyuan Juice Group Limited,HYGZ,主板,L,20070223,,500.0,KYG211231074,HKD
01888.HK,建滔积层板,建滔积层板控股有限公司,Kingboard Laminates Holdings Limited,JTJCB,主板,L,20061207,,500.0,KYG5257K1076,HKD
01889.HK,三爱健康集团,三爱健康产业集团有限公司,Sanai Health Industry Group Company Limited,SAJKJT,主板,L,20070201,,2500.0,KYG7785S1075,HKD
01890.HK,中国科培,中国科培教育集团有限公司,China Kepei Education Group Limited,ZGKP,主板,L,20190125,,2000.0,KYG2122A1094,HKD
01891.HK,兴合控股,兴合控股有限公司,Heng Hup Holdings Limited,XHKG,主板,L,20190315,,4000.0,KYG4505A1022,HKD
01894.HK,恒益控股,恒益控股有限公司,Hang Yick Holdings Company Limited,HYKG,主板,L,20181012,,5000.0,KYG429011011,HKD
01895.HK,鑫苑服务,鑫苑物业服务集团有限公司,Xinyuan Property Management Service (Cayman) Ltd.,XYFW,主板,L,20191011,,1000.0,KYG9833M1087,HKD
01896.HK,猫眼娱乐,猫眼娱乐,Maoyan Entertainment,MYYL,主板,L,20190204,,200.0,KYG5804A1076,HKD
01897.HK,美亨实业,美亨实业控股有限公司,Million Hope Industries Holdings Limited,MHSY,主板,L,20190319,,2000.0,KYG6130N1025,HKD
01898.HK,中煤能源,中国中煤能源股份有限公司,"China Coal Energy Co.,Ltd.",ZMNY,主板,L,20061219,,1000.0,CNE100000528,HKD
01899.HK,兴达国际,兴达国际控股有限公司,Xingda International Holdings Ltd.,XDGJ,主板,L,20061221,,1000.0,KYG9827V1068,HKD
01900.HK,中国智能交通,中国智能交通系统(控股)有限公司,"China ITS (Holdings) Co., Ltd.",ZGZNJT,主板,L,20100715,,1000.0,KYG2161M1050,HKD
01901.HK,飞扬集团,飞扬国际控股(集团)有限公司,Feiyang International Holdings Group Limited,FYJT,主板,L,20190628,,2000.0,KYG3376A1004,HKD
01902.HK,银城国际控股,银城国际控股有限公司,"Yincheng International Holding Co., Ltd.",YCGJKG,主板,L,20190306,,2000.0,KYG9841A1040,HKD
01903.HK,JBB BUILDERS,JBB Builders International Limited,JBB Builders International Limited,JBBBUILDER,主板,L,20190510,,2000.0,KYG5086B1041,HKD
01905.HK,海通恒信,海通恒信国际租赁股份有限公司,"Haitong Unitrust International Leasing Co.,Ltd.",HTHX,主板,L,20190603,,2000.0,CNE100003K61,HKD
01906.HK,博尼控股,博尼国际控股有限公司,Bonny International Holding Limited,BNKG,主板,L,20190426,,5000.0,KYG1449A1076,HKD
01907.HK,中国旭阳集团,中国旭阳集团有限公司,China Risun Group Limited,ZGXYJT,主板,L,20190315,,1000.0,KYG2120H1065,HKD
01908.HK,建发国际集团,建发国际投资集团有限公司,C&D International Investment Group Limited,JFGJJT,主板,L,20140526,,1000.0,KYG3165D1097,HKD
01909.HK,火岩控股,火岩控股有限公司,Fire Rock Holdings Ltd.,HYKG,主板,L,20190627,,2000.0,KYG3524S1021,HKD
01910.HK,新秀丽,新秀丽国际有限公司,Samsonite International S.A.,XXL,主板,L,20110616,,300.0,LU0633102719,HKD
01911.HK,华兴资本控股,华兴资本控股有限公司,China Renaissance Holdings Limited,HXZBKG,主板,L,20180927,,100.0,KYG212151016,HKD
01912.HK,康特隆,康特隆科技有限公司,Contel Technology Company Limited,KTL,主板,L,20190716,,5000.0,KYG2521A1067,HKD
01913.HK,普拉达,PRADA S.p.A.,PRADA S.p.A.,PLD,主板,L,20110624,,100.0,IT0003874101,HKD
01915.HK,泰和小贷,扬州市广陵区泰和农村小额贷款股份有限公司,Yangzhou Guangling District Taihe Rural Micro-finance Company Limited,THXD,主板,L,20190717,,2000.0,CNE100002FL7,HKD
01916.HK,江西银行,江西银行股份有限公司,"Jiangxi Bank Co.,Ltd.",JXYH,主板,L,20180626,,500.0,CNE1000031B3,HKD
01917.HK,豆盟科技,豆盟科技有限公司,Doumob,DMKJ,主板,L,20190314,,10000.0,KYG2819C1033,HKD
01918.HK,融创中国,融创中国控股有限公司,Sunac China Holdings Ltd.,RCZG,主板,L,20101007,,1000.0,KYG8569A1067,HKD
01919.HK,中远海控,中远海运控股股份有限公司,"COSCO Shipping Holdings Co.,Ltd.",ZYHK,主板,L,20050630,,500.0,CNE1000002J7,HKD
01920.HK,恒新丰控股,恒新丰控股有限公司,Hands Form Holdings Limited,HXFKG,主板,L,20190816,,10000.0,KYG4288C1015,HKD
01921.HK,达力普控股,达力普控股有限公司,Dalipal Holdings Limited,DLPKG,主板,L,20191108,,2000.0,KYG2643G1064,HKD
01922.HK,银城生活服务,银城生活服务有限公司,"Yincheng Life Service CO., Ltd.",YCSHFW,主板,L,20191106,,2000.0,KYG9841B1023,HKD
01928.HK,金沙中国有限公司,金沙中国有限公司,Sands China Ltd.,JSZGYXGS,主板,L,20091130,,400.0,KYG7800X1079,HKD
01929.HK,周大福,周大福珠宝集团有限公司,Chow Tai Fook Jewellery Group Ltd.,ZDF,主板,L,20111215,,200.0,KYG211461085,HKD
01930.HK,勋龙,勋龙汽车轻量化应用有限公司,Shinelong Automotive Lightweight Application Limited,XL,主板,L,20190628,,4000.0,KYG8105A1076,HKD
01931.HK,华检医疗,华检医疗控股有限公司,IVD Medical Holding Limited,HJYL,主板,L,20190712,,1000.0,KYG4977H1065,HKD
01932.HK,中漆集团,中漆集团有限公司,Cpm Group Limited,ZQJT,主板,L,20170710,,4000.0,KYG2R5391062,HKD
01933.HK,元力控股,元力控股有限公司,Oneforce Holdings Limited,YLKG,主板,L,20180302,,4000.0,KYG675611035,HKD
01935.HK,嘉宏教育,嘉宏教育科技有限公司,JH Educational Technology INC.,JHJY,主板,L,20190618,,2000.0,KYG6578D1034,HKD
01938.HK,珠江钢管,珠江石油天然气钢管控股有限公司,Chu Kong Petroleum and Natural Gas Steel Pipe Holdings Ltd.,ZJGG,主板,L,20100210,,1000.0,KYG212331048,HKD
01939.HK,东京中央拍卖,东京中央拍卖控股有限公司,Tokyo Chuo Auction Holdings Limited,DJZYPM,主板,L,20181011,,2000.0,HK0000448487,HKD
01943.HK,银涛控股,银涛控股有限公司,Silver Tide Holdings Limited,YTKG,主板,L,20190628,,5000.0,KYG8136F1090,HKD
01949.HK,PLATT NERA,Platt Nera International Limited,Platt Nera International Limited,PLATTNERA,主板,L,20190716,,2000.0,KYG7S47A1005,HKD
01951.HK,锦欣生殖,锦欣生殖医疗集团有限公司,Jinxin Fertility Group Limited,JXSZ,主板,L,20190625,,2000.0,KYG5140J1013,HKD
01955.HK,庄臣控股,香港庄臣控股有限公司,"Hong Kong Johnson Holdings Co., Ltd.",ZCKG,主板,L,20191016,,2000.0,KYG4588A1022,HKD
01958.HK,北京汽车,北京汽车股份有限公司,BAIC Motor Corporation Limited,BJQC,主板,L,20141219,,500.0,CNE100001TJ4,HKD
01959.HK,世纪联合控股,世纪联合控股有限公司,Centenary United Holdings Limited,SJLHKG,主板,L,20191018,,2000.0,KYG2066U1031,HKD
01960.HK,TBKS HLDGS,TBK & Sons Holdings Limited,TBK & Sons Holdings Limited,TBKSHLDGS,主板,L,20190930,,5000.0,KYG5823C1006,HKD
01962.HK,训修实业,训修实业集团有限公司,Evergreen Products Group Limited,XXSY,主板,L,20170712,,2000.0,KYG322541072,HKD
01963.HK,重庆银行,重庆银行股份有限公司,"Bank of Chongqing Co., Ltd.",CQYH,主板,L,20131106,,500.0,CNE100001QN2,HKD
01966.HK,中骏集团控股,中骏集团控股有限公司,China SCE Group Holdings Limited,ZJJTKG,主板,L,20100205,,1000.0,KYG211901064,HKD
01967.HK,信恳智能,信恳智能控股有限公司,Confidence Intelligence Holdings Limited,XKZN,主板,L,20191018,,2000.0,KYG2R80A1009,HKD
01968.HK,兴纺控股,兴纺控股有限公司,Hingtex Holdings Limited,XFKG,主板,L,20180716,,4000.0,KYG459081033,HKD
01969.HK,中国春来,中国春来教育集团有限公司,"China Chunlai Education Group Co., Ltd.",ZGCL,主板,L,20180913,,1000.0,KYG2121L1068,HKD
01970.HK,IMAX CHINA,"IMAX China Holding, Inc.","IMAX China Holding, Inc.",IMAXCHINA,主板,L,20151008,,100.0,KYG476341030,HKD
01972.HK,太古地产,太古地产有限公司,Swire Properties Ltd.,TGDC,主板,L,20120118,,200.0,HK0000063609,HKD
01975.HK,新兴印刷,新兴印刷控股有限公司,Sun Hing Printing Holdings Limited,XXYS,主板,L,20171116,,4000.0,KYG8587B1023,HKD
01977.HK,安乐工程,安乐工程集团有限公司,Analogue Holdings Limited,ALGC,主板,L,20190712,,2000.0,BMG0418N1083,HKD
01978.HK,叙福楼集团,叙福楼集团有限公司,Lh Group Limited,XFLJT,主板,L,20180530,,2000.0,KYG547241029,HKD
01979.HK,天宝集团,天宝集团控股有限公司,Ten Pao Group Holdings Ltd.,TBJT,主板,L,20151211,,4000.0,KYG876031090,HKD
01980.HK,天鸽互动,天鸽互动控股有限公司,Tian Ge Interactive Holdings Limited,TGHD,主板,L,20140709,,1000.0,KYG887641085,HKD
01982.HK,南旋控股,南旋控股有限公司,Nameson Holdings Ltd.,NXKG,主板,L,20160412,,2000.0,KYG6362E1017,HKD
01983.HK,泸州银行,泸州银行股份有限公司,"Luzhou Bank Co., Ltd.",LZYH,主板,L,20181217,,1000.0,CNE100003FB6,HKD
01985.HK,美高域,美高域集团有限公司,Microware Group Limited,MGY,主板,L,20170308,,2000.0,KYG609061075,HKD
01986.HK,彩客化学,彩客化学集团有限公司,Tsaker Chemical Group Limited,CKHX,主板,L,20150703,,500.0,KYG910801045,HKD
01987.HK,BENG SOON MACH,Beng Soon Machinery Holdings Limited,Beng Soon Machinery Holdings Limited,BENGSOONMA,主板,L,20191108,,4000.0,KYG0984U1067,HKD
01988.HK,民生银行,中国民生银行股份有限公司,China Minsheng Banking Corp Ltd,MSYH,主板,L,20091126,,500.0,CNE100000HF9,HKD
01989.HK,松龄护老集团,松龄护老集团有限公司,Pine Care Group Limited,SLHLJT,主板,L,20170215,,8000.0,KYG710081095,HKD
01990.HK,兴华港口,兴华港口控股有限公司,Xinghua Port Holdings Ltd.,XHGK,主板,L,20180212,,1000.0,SG9999018451,HKD
