ts_code,name,fullname,enname,cn_spell,market,list_status,list_date,delist_date,trade_unit,isin,curr_type
00013.HK,和记黄埔,和记黄埔有限公司,Hutchison Whampoa Limited.,HJHP,主板,D,19780103,20150603,1000.0,HK0013000119,HKD
00033.HK,依利安达,依利安达国际集团有限公司,Elec & Eltek International Holdings Limited,YLAD,主板,D,19840321,20050321,,,HKD
00044.HK,香港飞机工程,香港飞机工程有限公司,Hong Kong Aircraft Engineering Co. Ltd.,XGFJGC,主板,D,19650608,20181129,400.0,HK0044000302,HKD
00048.HK,联洲国际,联洲国际集团有限公司,Egana Gold Pfeil (Holdings) Limited,LZGJ,主板,D,19930625,20120104,2000.0,KYG2943E1329,HKD
00049.HK,会德丰地产,会德丰地产有限公司,Wheelock Properties Limited,HDFDC,主板,D,19881116,20100722,5000.0,HK0049009647,HKD
00054.HK,合和实业,合和实业有限公司,Hopewell Holdings Limited,HHSY,主板,D,19720821,20190503,500.0,HK0000051067,HKD
00065.HK,盈科保险,富通亚洲控股有限公司,Fortis Asia Holdings Limited,YKBX,主板,D,19990707,20070815,2000.0,KYG281861073,HKD
00066.HK,连卡佛国际A,连卡佛国际有限公司,LANE CRAWFORD INTERNATIONAL LIMITED,LKFGJA,主板,D,,19990730,,,HKD
00067.HK,华光海运,华光海运控股有限公司,Maritime Transport Holdings Limited,HGHY,主板,D,20080611,20080606,500.0,,HKD
00067.HK,上海地产,上海地产控股有限公司,Shanghai Land Holdings Limited,SHDC,主板,D,,20051011,2000.0,KYG569761060,HKD
00073.HK,第一珍宝,第一珍宝（集团）有限公司,Alpha General (holdings) Limited,DYZB,主板,D,19970807,20050110,2000.0,,HKD
00074.HK,长城科技股份,长城科技股份有限公司,Great Wall Technology Company Limited,CCKJGF,主板,D,19990805,20140711,2000.0,CNE100000346,HKD
00077.HK,联邦地产,联邦地产有限公司,Realty Development Corporation Limited,LBDC,主板,D,,20030320,,,HKD
00080.HK,邵氏,邵氏兄弟(香港)有限公司,Shaw Brothers（Hong Kong）Limited,SS,主板,D,19701015,20090319,1000.0,HK0080000489,HKD
00090.HK,金禾国际,金禾国际控股有限公司,GOLD WO INTERNATIONAL HOLDINGS LIMITED,JHGJ,主板,D,20010412,20040930,4000.0,,HKD
00096.HK,永隆银行,永隆银行有限公司,Wing Lung Bank Limited,YLYH,主板,D,19800327,20090116,100.0,HK0096000564,HKD
00098.HK,南联实业,南联实业有限公司,"Winsor Industrial Corporation, Limited",NLSY,主板,D,19691001,20061222,500.0,,HKD
00121.HK,卜蜂莲花,卜蜂莲花有限公司,C.P. Lotus Corporation,BFLH,主板,D,19810327,20191029,10000.0,KYG2500L1077,HKD
00140.HK,三元集团,三元集团有限公司,Sanyuan Group Limited,SYJT,主板,D,19721127,20091224,5000.0,HK0140028264,HKD
00170.HK,中国资本,中国资本(控股)有限公司,China Assets (Holdings) Ltd.,ZGZB,主板,D,19920415,20171107,5000.0,HK0170000860,HKD
00183.HK,中信国际金融,中信国际金融控股有限公司,CITIC International Financial Holdings Limited,ZXGJJR,主板,D,19800717,20081105,1000.0,,HKD
00189.HK,KWONG SANG HONG,广生行国际有限公司,The Kwong Sang Hong International Limited,KWONGSANGH,主板,D,19411013,20050203,,,HKD
00192.HK,圣安娜控股,圣安娜控股有限公司,Saint Honore Holdings Limited,SANKG,主板,D,20001121,20070223,2000.0,,HKD
00192.HK,连卡佛国际B,连卡佛国际有限公司,LANE CRAWFORD INTERNATIONAL LIMITED,LKFGJB,主板,D,,19990730,,,HKD
00203.HK,骏威汽车,骏威汽车有限公司,Denway Motors Limited,JWQC,主板,D,19930222,20100826,2000.0,HK0203009524,HKD
00223.HK,道亨银行,道亨银行集团有限公司,Dao Heng Bank Group Limited,DHYH,主板,D,,20010904,,,HKD
00228.HK,联邦地产B,联邦地产有限公司,Realty Development Corporation Limited,LBDCB,主板,D,,20000904,,,HKD
00238.HK,利星行,利星行有限公司,Lei Shing Hong Limited,LXH,主板,D,19730306,20080317,1000.0,,HKD
00246.HK,恒基中国,恒基中国集团有限公司,Henderson China Holdings Limited,HJZG,主板,D,19960328,20050815,500.0,,HKD
00249.HK,哈尔滨啤酒集团,哈尔滨啤酒集团有限公司,Harbin Brewery Group Limited,HEBPJJT,主板,D,20020627,20041119,2000.0,,HKD
00268.HK,TOP GLORY INT'L,鹏利国际集团有限公司,TOP Glory International Holdings Limited,TOPGLORYIN,主板,D,,20030814,,,HKD
00283.HK,高银地产,高银地产控股有限公司,Goldin Properties Holdings Limited,GYDC,主板,D,19730227,20170818,2000.0,HK0283012463,HKD
00285.HK,中国特种纤维,中国特种纤维控股有限公司,China Specialised Fibre Holdings Limited,ZGTZXW,主板,D,20001115,20051017,4000.0,,HKD
00288.HK,合和香港房地产,合和香港房地产有限公司,Hopewell Hong Kong Properties Limited,HHXGFDC,主板,D,20130619,20130613,200.0,,HKD
00288.HK,科士威集团,科士威集团有限公司,Cosway Corporation Limited,KSWJT,主板,D,,20120604,5000.0,HK0288009266,HKD
00300.HK,昆明机床,沈机集团昆明机床股份有限公司,Shenji Group Kunming Machine Tool Company Limited,KMJC,主板,D,19931207,20190826,2000.0,CNE1000003L1,HKD
00301.HK,新福港建设,新富港建设集团有限公司,SFK Construction Holdings Limited,XFGJS,主板,D,20080131,20080129,1000.0,,HKD
00301.HK,新世界信息科技,新世界信息科技有限公司,New World TMT Limited,XSJXXKJ,主板,D,19951027,20060221,200.0,,HKD
00302.HK,永亨银行,华侨永亨银行有限公司,OCBC Wing Hang Bank Limited,YHYH,主板,D,19930702,20141016,500.0,HK0302001547,HKD
00304.HK,宜进利(集团),宜进利（集团）有限公司,Peaca Mark (Holdings) Limited,YJLJT,主板,D,19930218,20110729,2000.0,BMG6957A2098,HKD
00312.HK,易通控股,易通控股有限公司,EZCOM Holdings Limated,YTKG,主板,D,19921126,20070727,2000.0,,HKD
00319.HK,勤美达国际,勤美达国际控股有限公司,China Metal International Holdings Inc.,QMDGJ,主板,D,20041231,20171009,2000.0,KYG2110X1034,HKD
00325.HK,创生控股,创生控股有限公司,Trauson Holdings Company Limited,CSKG,主板,D,20100629,20130715,1000.0,KYG901371032,HKD
00325.HK,北京燕化石油化工,中国石化北京燕化石油化工股份有限公司,Sinopec Beijing Yanhua Petrochemical Company Limited,BJYHSYHG,主板,D,19970625,20050511,2000.0,,HKD
00327.HK,正中药业,正中药业国际有限公司,Shanxi Central Pharmaceutical International Limited,ZZYY,主板,D,20000725,20050406,2000.0,,HKD
00331.HK,春天百货,中国春天百货集团有限公司,PCD Stores (Group) Limited,CTBH,主板,D,20091215,20131205,2000.0,KYG6956E1035,HKD
00331.HK,华润万众电话,华润万众电话有限公司,China Resources Peoples Telephone Company Limited,HRWZDH,主板,D,20040401,20060329,500.0,,HKD
00349.HK,工银亚洲,中国工商银行(亚洲)有限公司,INDUSTRIAL AND COMMERCIAL BANK OF CHINA (ASIA) LIMITED,GYYZ,主板,D,19730314,20101221,1000.0,HK0349001625,HKD
00350.HK,经纬纺织机械股份,经纬纺织机械股份有限公司,Jingwei Textile Machinery Company Limited,JWFZJXGF,主板,D,19960202,20151229,2000.0,CNE1000003N7,HKD
00368.HK,中外运航运,中外运航运有限公司,Sinotrans Shipping Ltd.,ZWYHY,主板,D,20071123,20190116,500.0,HK0368041528,HKD
00368.HK,吉林化学工业股份,吉林化学工业股份有限公司,Jilin Chemical Industrial Company Limited,JLHXGYGF,主板,D,19950523,20060123,,,HKD
00382.HK,威灵控股,威灵控股有限公司,Welling Holding Limited,WLKG,主板,D,19931220,20180220,2000.0,HK0000080694,HKD
00389.HK,泰兴光学集团,泰兴光学集团有限公司,Moulin Global Eyecare Holdings Limited,TXGXJT,主板,D,19931005,20070709,2000.0,,HKD
00394.HK,源库资源,源库资源有限公司,Resourcehouse Limited,YKZY,主板,D,20110610,20110608,1000.0,,HKD
00396.HK,均来集团,均来集团有限公司,Gold-Face Holdings Limited,JLJT,主板,D,19931015,20060920,2000.0,,HKD
00401.HK,上海华博,上海华博控股有限公司,401 Holdings Limited,SHHB,主板,D,19930203,20050621,20000.0,,HKD
00404.HK,新昌集团控股,新昌集团控股有限公司,Hsin Chong Group Holdings Limited,XCJTKG,主板,D,19910814,20191231,2000.0,BMG4634Z1014,HKD
00409.HK,四通控股,四通控股有限公司,Stone Group Holdings Limited,STKG,主板,D,19930816,20091107,2000.0,HK0409001762,HKD
00416.HK,海湾控股,海湾控股有限公司,GST Holdings Limited,HWKG,主板,D,20050630,20091218,800000.0,KYG4160F1072,HKD
00438.HK,太平协和,太平协和集团有限公司,Pacific Concord Holding Limited,TPXH,主板,D,,20031023,,,HKD
00448.HK,汉登控股,汉登集团控股有限公司,Hang Ten Group Holdings Limited,HDKG,主板,D,19871030,20120320,2000.0,BMG428561234,HKD
00453.HK,三希科技,三希科技有限公司,3CEMS Corporation,SXKJ,主板,D,20050128,20050127,2000.0,,HKD
00457.HK,凹凸科技,凹凸科技有限公司,O2Micro International Limited,ATKJ,主板,D,20060302,20090910,2000.0,KYG6797E1061,HKD
00477.HK,奥普集团控股,奥普集团控股有限公司,AUPU Group Holding Company Limited,APJTKG,主板,D,20061208,20160930,4000.0,KYG063571007,HKD
00501.HK,庆丰金集团,庆丰金集团有限公司,,QFJJT,主板,D,19961202,20050926,2000.0,,HKD
00502.HK,环新国际,环新国际有限公司,Pan Sino International Holding Limited,HXGJ,主板,D,20060301,20110919,5000.0,KYG6891C1050,HKD
00503.HK,中国永乐,中国永乐电器销售有限公司,China Paradise Electronics Retail Limited,ZGYL,主板,D,20051014,20070131,2000.0,,HKD
00504.HK,HSBC CHINA FUND,汇丰中国基金有限公司,The HSBC China Fund Limited,HSBC,主板,D,19920618,20050422,50000.0,,HKD
00516.HK,瀚智集团,瀚智集团有限公司,Pyxis Group Limited,HZJT,主板,D,19920903,20150217,2000.0,BMG7303E1012,HKD
00540.HK,THAI-ASIA F LTD,"Thai-Asia Fund Ltd., The",The Thai-Asia Fund Limited,THAI-ASIAF,主板,D,19891115,20060314,400.0,,HKD
00543.HK,THAIASSET F PRE,"Thai Asset Fund Ltd.,The - Participating Preference Shares",The Thai Asset Fund Limited,THAIASSETF,主板,D,19891129,20060128,100.0,,HKD
00549.HK,奇峰化纤,吉林奇峰化纤股份有限公司,"Jinlin Qifeng Chemical Fiber Co.,Ltd..",QFHX,主板,D,20060621,20170616,2000.0,CNE1000003M9,HKD
00562.HK,保昌控股,保昌控股有限公司,Baltrans Holdings Limited,BCKG,主板,D,19920501,20080409,2000.0,,HKD
00566.HK,汉能薄膜发电,汉能薄膜发电集团有限公司,Hanergy Thin Film Power Group Limited,HNBMFD,主板,D,19960129,20190611,2000.0,BMG4288J1062,HKD
00569.HK,中国自动化,中国自动化集团有限公司,China Automation Group Limited,ZGZDH,主板,D,20070712,20191029,1000.0,KYG2112N1117,HKD
00586.HK,科维控股,科维控股有限公司,Goldwiz Holdings Limited,KWKG,主板,D,19900712,20080908,2000.0,,HKD
00589.HK,宝国国际,宝国国际控股有限公司,Portico International Holdings Limited,BGGJ,主板,D,20031031,20180824,500.0,BMG7183G1015,HKD
00597.HK,华润微电子,华润微电子有限公司,China Resources Microelectronics Limited,HRWDZ,主板,D,20040813,20111102,5000.0,KYG2112S1021,HKD
00615.HK,东强电子集团,东强电子集团有限公司,Orient Power Holdings Limited,DQDZJT,主板,D,19910902,20080314,2000.0,,HKD
00623.HK,利丰雅高印刷,利丰雅高印刷集团有限公司,SNP Leefung Holdings Limited,LFYGYS,主板,D,19910920,20060927,2000.0,,HKD
00633.HK,永发印务,永发印务有限公司,The Wing Fat Printing Company.Limited,YFYW,主板,D,20080328,20080321,500.0,,HKD
00636.HK,富邦银行(香港),富邦银行(香港)有限公司,Fubon Bank (Hong Kong) Limited,FBYHXG,主板,D,19931108,20110608,2000.0,HK0636030667,HKD
00649.HK,世茂国际,世茂国际控股有限公司,Shimao International Holdings Limited,SMGJ,主板,D,19980715,20070727,2000.0,,HKD
00667.HK,瀚宇博德,瀚宇博德国际控股有限公司,HannStar Board International Holdings Limited,HYBD,主板,D,20061006,20111209,2000.0,KYG4280A1031,HKD
00691.HK,腾达智能,腾达智能科技有限公司,Global Trend Intelligent Technologies Limited,TDZN,主板,D,20020628,20050310,4000.0,,HKD
00692.HK,神舟乐园,神舟航天乐园集团有限公司,Shenzhou Space Park Group Limited,SZLY,主板,D,20000119,20191210,5000.0,BMG2115R1198,HKD
00699.HK,嘉新水泥中国,嘉新水泥（中国）控股股份有限公司,Chia Hsin Cement Greater China Holding Corporation,JXSNZG,主板,D,20031212,20080108,2000.0,,HKD
00708.HK,大众食品,大众食品控股有限公司,People's Food Holdings Limited,DZSP,主板,D,20021028,20060809,1000.0,HK0708043713,HKD
00712.HK,华润水泥控股,华润水泥控股有限公司,China Resources Cement Holdings Limited,HRSNKG,主板,D,20030729,20060726,2000.0,,HKD
00722.HK,达创,达创科技股份有限公司,"Delta Networks, Inc.",DC,主板,D,20070706,20090928,1000.0,KYG271481080,HKD
00735.HK,中国电力清洁能源,中国电力清洁能源发展有限公司,China Power Clean Energy Development Company Limited,ZGDLQJNY,主板,D,19991104,20190821,500.0,HK0000350550,HKD
00739.HK,浙江玻璃,浙江玻璃股份有限公司,"Zhejiang Glass Company, Limited",ZJBL,主板,D,20011210,20130531,1000.0,CNE1000004T2,HKD
00749.HK,衣念时装,衣念时装中国控股有限公司,"E-Land Fashion China Holdings, Limited",YNSZ,主板,D,20080516,20080509,500.0,,HKD
00757.HK,和记环球电讯控股,和记环球电讯控股有限公司,Hutchison Global Communications Holdings Limited,HJHQDXKG,主板,D,19950418,20050718,2000.0,,HKD
00761.HK,百营环球资源,百营环球资源控股有限公司,Bel Global Resources Holdings Limited,BYHQZY,主板,D,19970307,20180824,2000.0,BMG0966P1095,HKD
00773.HK,中国金属再生资源,中国金属再生资源(控股)有限公司,China Metal Recycling (Holdings) Limited,ZGJSZSZY,主板,D,20090622,20160204,600.0,KYG211311009,HKD
00805.HK,GLENCORE-S,Glencore plc,Glencore plc,GLENCORE-S,主板,D,20110525,20180131,100.0,JE00B4T3BW64,HKD
00835.HK,亚洲煤业,亚洲煤业有限公司,Asia Coal Limited,YZMY,主板,D,19971218,20190618,10000.0,BMG0539D1121,HKD
00839.HK,天大石油管材,安徽天大石油管材股份有限公司,Anhui Tianda Oil Pipe Company Limited,TDSYGC,主板,D,20071224,20161210,1000.0,CNE1000001K7,HKD
00847.HK,哈萨克矿业-S,哈萨克矿业有限公司,KAZ Minerals PLC,HSKKY-S,主板,D,20110629,20180801,30.0,GB00B0HZPV38,HKD
00866.HK,SUNDAY COMM,SUNDAY Communications Ltd.,SUNDAY Communications Limited,SUNDAYCOMM,主板,D,20000316,20061220,1000.0,,HKD
00870.HK,恒丰金业,恒丰金业科技有限公司,Hang Fung Gold Technology Limited,HFJY,主板,D,19990316,20120709,2000.0,BMG4284Y1497,HKD
00873.HK,中国泰丰床品,中国泰丰床品控股有限公司,China Taifeng Beddings Holdings Limited,ZGTFCP,主板,D,20100611,20190221,2000.0,KYG215AE1053,HKD
00903.HK,冠捷科技,冠捷科技有限公司,TPV Technology Limited,GJKJ,主板,D,19991008,20191115,2000.0,BMG8984D1074,HKD
00906.HK,中国网通,中国网通集团(香港)有限公司,China Netcom Group Corporation (Hong Kong) Limited,ZGWT,主板,D,20041117,20081015,500.0,,HKD
00909.HK,中大国际,中大国际控股有限公司,Zhongda International Holdings Limited,ZDGJ,主板,D,20011101,20190308,2000.0,BMG9890D1083,HKD
00916.HK,富昌国际,富昌国际控股有限公司,Fu Cheong International Holdings Limited,FCGJ,主板,D,20020327,20060628,10000.0,,HKD
00917.HK,新世界中国,新世界中国地产有限公司,New World China Land Limited,XSJZG,主板,D,19990716,20160804,2000.0,KYG6493A1013,HKD
00926.HK,联合珠宝,联合珠宝有限公司,Jewellery＆Pearls Limited,LHZB,主板,D,19980727,20061024,4000.0,,HKD
00930.HK,亚洲铝业,亚洲铝业控股有限公司,Asia Aluminum Holdings Limited,YZLY,主板,D,19980403,20060524,2000.0,,HKD
00930.HK,中国森林,中国森林控股有限公司,"China Forestry Holdings Co., Ltd.",ZGSL,主板,D,20091203,20170224,2000.0,KYG2113A1004,HKD
00932.HK,欧亚农业(控股),欧亚农业(控股)有限公司,Euro-Asia Agricultural (Holdings) Company Limited,OYNYKG,主板,D,20010719,20040520,2000.0,,HKD
00946.HK,洪良国际,洪良国际控股有限公司,Hontex International Holdings Company Limited,HLGJ,主板,D,20091224,20130923,1000.0,KYG459771088,HKD
00955.HK,SCHRAMM,星亮控股股份公司,Schramm Holding AG,SCHRAMM,主板,D,20091229,20120402,80.0,DE000A0L1JZ7,HKD
00957.HK,长甲地产,长甲地产控股有限公司,CJ Land Holdings Limited,CJDC,主板,D,20101111,20101105,1000.0,,HKD
00962.HK,太古地产,太古地产有限公司,Swire Properties Ltd.,TGDC,主板,D,,20100506,,,HKD
00963.HK,华熙生物科技,华熙生物科技有限公司,Bloomage BioTechnology Corporation Limited,HXSWKJ,主板,D,20081003,20171102,2500.0,KYG1179M1078,HKD
00965.HK,裕丰国际,裕丰国际集团控股有限公司,Yue Fung International Group Holding Limited,YFGJ,主板,D,19971008,20050120,2000.0,,HKD
00968.HK,小肥羊,小肥羊集团有限公司,Little Sheep Group Limited,XFY,主板,D,20080612,20120203,1000.0,KYG550691011,HKD
00977.HK,喜得龙,喜得龙国际有限公司,Xdlong International Company Limited,XDL,主板,D,20080711,20080703,2000.0,,HKD
01025.HK,物美商业,北京物美商业集团股份有限公司,"Wumart Stores,Inc.",WMSY,主板,D,20110630,20160107,1000.0,CNE100000544,HKD
01028.HK,卓越置业,卓越置业集团有限公司,Excellence Real Estate Group Limited,ZYZY,主板,D,20091103,20091028,2000.0,,HKD
01040.HK,M&G化工,M&G化工,M&G Chemicals,M&GHG,主板,D,20131216,20131210,2000.0,,HKD
01048.HK,煜新控股,煜新控股有限公司,Yorkshine Holdings Limited,YXKG,主板,D,20101206,20191227,1000.0,SG2C46963931,HKD
01095.HK,蓝星安迪苏,蓝星安迪苏营养集团有限公司,Bluestar Adisseo Nutrition Group Limited,LXADS,主板,D,20101130,20101125,1000.0,HK0000072261,HKD
01095.HK,SINOCAN HOLD,德胜集团有限公司,Sinocan Holdings Limited,SINOCANHOL,主板,D,19940622,20041123,,,HKD
01110.HK,中航兴业,中航兴业有限公司,China National Aviation Company Limited,ZHXY,主板,D,19971217,20070125,2000.0,,HKD
01128.HK,镇海炼油化工股份,中国石化镇海炼油化工股份有限公司,Sinopec Zhenhai Refining & Chemical Company Limited,ZHLYHGGF,主板,D,19941202,20060324,2000.0,,HKD
01135.HK,ASIA SATELLITE,亚洲卫星控股有限公司,Asia Satellite Telecommunications Holdings Limited,ASIASATELL,主板,D,19960619,20190905,500.0,BMG0534R1088,HKD
01136.HK,台泥国际集团,台泥国际集团有限公司,TCC International Holdings Limited,TNGJJT,主板,D,19971006,20171120,2000.0,KYG869731078,HKD
01147.HK,小南国(前),小南国餐饮控股有限公司(前),Xiao Nan Guo Restaurants Holdings Limited,XNG,主板,D,20110928,20110928,2000.0,,HKD
01149.HK,中国安芯,中国安芯控股有限公司,Anxin-China Holdings Limited,ZGAX,主板,D,20031124,20181220,4000.0,KYG0400P1037,HKD
01156.HK,兴源动力,兴源动力控股有限公司,Xing Yuan Power Holdings Company Limited,XYDL,主板,D,20110628,20110625,1000.0,,HKD
01162.HK,中滔环保(前),中滔环保集团有限公司(前),CT Environmental Group Limited,ZTHB,主板,D,20110708,20110708,1500.0,,HKD
01163.HK,德金资源,德金资源集团有限公司,Dejin Resources Group Company Limited,DJZY,主板,D,19991111,20171027,10000.0,BMG8794Y1350,HKD
01167.HK,飞颖集团,飞颖集团有限公司,Fine Holdings Limited,FYJT,主板,D,20120712,20120711,4000.0,HK0000117207,HKD
01174.HK,太平洋恩利,太平洋恩利国际控股有限公司,Pacific Andes International Holdings Ltd.,TPYEL,主板,D,19941003,20190926,2000.0,BMG6842Q1042,HKD
01179.HK,美丽宝国际,美丽宝国际控股有限公司,Mrabell International Holdings Limited,MLBGJ,主板,D,19961206,20080923,2000.0,,HKD
01186.HK,VP GREENCHIP,Value Partners China Greenchip Fund Ltd.,Value Partners China Greenchip Fund Limited,VPGREENCHI,主板,D,20020408,20070327,10000.0,,HKD
01187.HK,汉唐国际控股,汉唐国际控股有限公司,Han Tang International Holdings Limited,HTGJKG,主板,D,19990608,20181022,2000.0,BMG4384S1098,HKD
01190.HK,倍可集团,倍可集团国际控股有限公司,Baker Group International Holdings Limited,BKJT,主板,D,19981204,20050316,2000.0,,HKD
01197.HK,中国恒石,中国恒石基业有限公司,China Hengshi Foundation Co.,ZGHS,主板,D,20151221,20190705,2000.0,KYG2118L1014,HKD
01236.HK,国农控股,国农控股有限公司,National Agricultural Holdings Limited,GNKG,主板,D,20110829,20191122,2000.0,KYG6372U1031,HKD
01283.HK,中国汽车系统,中国汽车系统技术有限公司,China Auto System Technologies Limited,ZGQCXT,主板,D,20110429,20110429,2000.0,,HKD
01306.HK,GRAFF,Graff Diamonds Corporation,Graff Diamonds Corporation,GRAFF,主板,D,20120607,20120601,100.0,,HKD
01337.HK,中国金凤凰,中国金凤凰国际（控股）有限公司,China Golden Phoenix International (Holdings) Limited,ZGJFH,主板,D,20130717,20130711,2000.0,,HKD
01356.HK,万都中国,万都中国控股有限公司,Mando China Holdings Limited,WDZG,主板,D,20130531,20130524,500.0,,HKD
01379.HK,温岭工量刃具,温岭浙江工量刃具交易中心股份有限公司,Wenling Zhejiang Measuring and Cutting Tools Trading Centre Company Limited,WLGLRJ,主板,D,,20191105,500.0,CNE100003NJ3,HKD
01389.HK,民安控股,民安(控股)有限公司,The Ming An (Holdings) Company Limited,MAKG,主板,D,20061222,20091103,2000.0,KYG8803E1044,HKD
01390.HK,环亚智富,环亚智富有限公司,Econtext Asia Limited,HYZF,主板,D,20131219,20150604,1000.0,HK0000174810,HKD
01438.HK,富贵生命,富贵生命国际有限公司,Nirvana Asia Ltd,FGSM,主板,D,20141217,20161007,1000.0,KYG652921076,HKD
01633.HK,美即控股,美即控股国际有限公司,Magic Holdings International Limited,MJKG,主板,D,20100924,20140410,1000.0,KYG577701025,HKD
01683.HK,国际煤机,国际煤机集团,International Mining Machinery Holdings Limited,GJMJ,主板,D,20100210,20120611,500.0,KYG488581078,HKD
01688.HK,阿里巴巴,阿里巴巴网络有限公司,Alibaba.Com Limited,ALBB,主板,D,20071106,20120621,500.0,KYG017171003,HKD
01768.HK,BRACELL,Bracell Ltd.,Bracell Limited,BRACELL,主板,D,20101208,20161025,500.0,BMG1285D1083,HKD
01791.HK,OCC CABLES,OCC Cables Limited,OCC Cables Limited,OCCCABLES,主板,D,,20181012,,,HKD
01819.HK,富贵鸟,富贵鸟股份有限公司,"Fuguiniao Co., Ltd.",FGN,主板,D,20131220,20191125,600.0,CNE100001QT9,HKD
01828.HK,大昌行集团,大昌行集团有限公司,Dah Chong Hong Holdings Ltd.,DCHJT,主板,D,20071017,20200110,1000.0,HK1828040670,HKD
01828.HK,三希科技,三希科技有限公司,3CEMS Corporation,SXKJ,主板,D,,20061214,,,HKD
01832.HK,时代零售,时代零售集团有限公司,Times Limited,SDLS,主板,D,20070716,20100525,1000.0,KYG887821000,HKD
01833.HK,银泰商业,银泰商业(集团)有限公司,Intime Retail (Group) Company Limited,YTSY,主板,D,20070320,20170522,500.0,KYG4922U1031,HKD
01862.HK,澳华黄金,澳华黄金有限公司,Sino Gold Mining Limited,AHHJ,主板,D,20070316,20091215,200.0,AU000000SGX4,HKD
01863.HK,昌盛中国,昌盛中国地产有限公司,Changsheng China Property Company Limited,CSZG,主板,D,20080131,20080123,1000.0,,HKD
01879.HK,盛世大联,盛世大联保险代理股份有限公司,"Sun Car Insurance Agency Co., Ltd.",SSDL,主板,D,,20190324,,CNE100003GV2,HKD
01880.HK,百丽国际,百丽国际控股有限公司,Belle International Holdings Limited,BLGJ,主板,D,20070523,20170728,1000.0,KYG097021045,HKD
01887.HK,中国新材,中国新材控股有限公司,China New Materials Holdings Limited,ZGXC,主板,D,20101213,20101213,1000.0,,HKD
01893.HK,中材股份,中国中材股份有限公司,China National Materials Company Limited,ZCGF,主板,D,20071220,20180424,1000.0,CNE100000874,HKD
01968.HK,匹克体育,匹克体育用品有限公司,"Peak Sport Products Co., Limited",PKTY,主板,D,20090929,20161103,1000.0,KYG695991011,HKD
01997.HK,峻凌国际,峻凌国际控股有限公司,Regent Manner International Holdings Limited,JLGJ,主板,D,20070710,20140807,1000.0,KYG7481P1182,HKD
02168.HK,盈德气体,盈德气体集团有限公司,Yingde Gases Group Co. Ltd.,YDQT,主板,D,20091008,20170821,850000.0,KYG984301047,HKD
02229.HK,长港敦信,长港敦信实业有限公司,Changgang Dunxin Enterprise Co. Ltd.,CGDX,主板,D,20140626,20191016,2000.0,KYG204011087,HKD
02266.HK,帝盛酒店集团,帝盛酒店集团有限公司,Dorsett Hospitality International Limited,DSJDJT,主板,D,20101011,20151019,1000.0,KYG2901D1007,HKD
02332.HK,和记电讯国际,和记电讯国际有限公司,Hutchison Telecommunications International Limited,HJDXGJ,主板,D,20041015,20100524,1000.0,KYG467141043,HKD
02337.HK,复地集团,复地(集团)股份有限公司,"Shanghai Forte Land Co., Ltd.",FDJT,主板,D,20040206,20110513,2000.0,CNE1000001J9,HKD
02387.HK,利和经销,利和经销集团有限公司,Integrated Distribution Services Group Limited,LHJX,主板,D,20041207,20101102,1000.0,BMG4841P1023,HKD
02468.HK,创益太阳能,创益太阳能控股有限公司,Trony Solar Holdings Company Limited,CYTYN,主板,D,20101007,20180823,1000.0,KYG908021028,HKD
02618.HK,TCL通讯,TCL通讯科技控股有限公司,TCL Communication Technology Holdings Limited,TCLTX,主板,D,20040927,20161003,1000.0,KYG870161463,HKD
02626.HK,湖南有色金属公司,湖南有色金属股份有限公司,Hunan Nonferrous Metals Corporation Limited,HNYSJSGS,主板,D,20060331,20150331,2000.0,CNE1000003F3,HKD
02633.HK,NAM TAI EEP,Nam Tai Electronic & Electrical Products Limited,Nam Tai Electronic & Electrical Products Limited,NAMTAIEEP,主板,D,20040428,20091114,800000.0,KYG6389P1054,HKD
02900.HK,劳氏环保,劳氏环保,,LSHB,主板,D,20070118,20070208,4000.0,,HKD
02900.HK,天安,天安,,TA,主板,D,20040310,20040419,100.0,,HKD
02900.HK,CHAMPION TECH,CHAMPION TECH,,CHAMPIONTE,主板,D,20171026,20171129,100.0,BMG2033C2937,HKD
02900.HK,国中控股,国中控股,,GZKG,主板,D,20100412,20100514,500.0,,HKD
02900AE.HK,永义实业股权,永义实业股权,,YYSYGQ,主板,D,20151016,20151026,5000.0,,HKD
02900AF.HK,上聯水泥(舊),上聯水泥(舊),,SLSNJ,主板,D,20021220,20030129,40.0,,HKD
02900AG.HK,WANG ON GROUP,WANG ON GROUP,,WANGONGROU,主板,D,20090331,20090507,240.0,,HKD
02900AH.HK,仁瑞投资,仁瑞投资,,RRTZ,主板,D,20160906,20161012,40000.0,BMG6608P1674,HKD
02900AI.HK,金蝶国际,金蝶国际,,JDGJ,主板,D,20080103,20080124,2000.0,,HKD
02900AJ.HK,JF JAP OTCF-OLD,JF JAP OTCF-OLD,,JFJAPOTCFO,主板,D,20000516,20000623,400.0,,HKD
02901.HK,ALCO HOLD RTS,ALCO HOLD RTS,,ALCOHOLDRT,主板,D,20190129,20190208,2000.0,BMG0154K1449,HKD
02901.HK,美加医学股权,美加医学股权,,MJYXGQ,主板,D,20171024,20171031,10000.0,BMG5963A1128,HKD
02901.HK,位元堂股权,位元堂股权,,WYTGQ,主板,D,20160908,20160915,5000.0,,HKD
